entidad,pais_de_origen,anio,trimestre,fecha,millones_de_dolares
Oaxaca,Honduras,2012,2,2012-06-01,6.653681
Querétaro,Saint Lucia,2004,2,2004-06-01,6.004955
Baja California Sur,Macao,2009,3,2009-09-01,9.027408
Veracruz,Saint Barthelemy,2011,2,2011-06-01,6.896522
Chiapas,Antarctica (the territory South of 60 deg S),2008,2,2008-06-01,8.376975
Oaxaca,Tanzania,2012,2,2012-06-01,1.173502
Sonora,Cocos (Keeling) Islands,2015,3,2015-09-01,1.222566
Zacatecas,Congo,2011,4,2011-12-01,2.134405
Puebla,Bolivia,2001,3,2001-09-01,7.572957
Jalisco,Libyan Arab Jamahiriya,2010,1,2010-03-01,0.888755
Jalisco,Saint Barthelemy,2023,3,2023-09-01,0.334299
Oaxaca,Indonesia,2023,4,2023-12-01,7.992256
Colima,Tokelau,2009,3,2009-09-01,4.308618
Chihuahua,Lao People's Democratic Republic,2003,4,2003-12-01,4.89392
Coahuila,Vietnam,2005,3,2005-09-01,1.56421
Jalisco,Singapore,2005,1,2005-03-01,1.467114
Chiapas,Tajikistan,2017,1,2017-03-01,2.643162
Chiapas,South Africa,2014,3,2014-09-01,3.617771
Querétaro,Lesotho,2003,3,2003-09-01,4.445299
Nuevo León,Malta,2013,1,2013-03-01,1.272281
Hidalgo,Chad,2006,1,2006-03-01,6.658631
Oaxaca,Faroe Islands,2007,3,2007-09-01,6.272081
Hidalgo,Isle of Man,2004,4,2004-12-01,4.677061
Jalisco,Tajikistan,2008,3,2008-09-01,6.275161
Aguascalientes,Madagascar,2001,2,2001-06-01,0.104637
Yucatán,Saint Lucia,2018,1,2018-03-01,8.76277
Sonora,Latvia,2017,3,2017-09-01,1.662204
Jalisco,Antigua and Barbuda,2008,2,2008-06-01,3.76833
San Luis Potosí,Moldova,2015,3,2015-09-01,9.874048
Sonora,Tuvalu,2006,3,2006-09-01,3.111518
Oaxaca,Andorra,2015,4,2015-12-01,7.949685
Michoacán,Andorra,2010,4,2010-12-01,9.221875
Veracruz,Canada,2002,4,2002-12-01,4.628307
Morelos,Latvia,2006,2,2006-06-01,3.649869
Puebla,Madagascar,2008,3,2008-09-01,8.335008
Morelos,Canada,2000,3,2000-09-01,0.919838
Morelos,Wallis and Futuna,2013,1,2013-03-01,1.425351
Oaxaca,Tajikistan,2014,3,2014-09-01,5.021895
Estado de México,Algeria,2021,1,2021-03-01,2.145887
Tamaulipas,El Salvador,2015,2,2015-06-01,0.834706
Coahuila,Tanzania,2004,1,2004-03-01,4.186707
San Luis Potosí,Equatorial Guinea,2013,4,2013-12-01,1.901894
Quintana Roo,Saint Pierre and Miquelon,2013,2,2013-06-01,7.751508
Aguascalientes,Qatar,2001,3,2001-09-01,0.653797
Tabasco,Zimbabwe,2005,3,2005-09-01,0.995602
Chihuahua,Togo,2015,4,2015-12-01,1.560619
Sinaloa,Guinea-Bissau,2004,1,2004-03-01,2.160816
Morelos,Pakistan,2021,4,2021-12-01,0.718216
Baja California,Saint Lucia,2008,2,2008-06-01,5.062788
Nayarit,Samoa,2002,1,2002-03-01,2.636795
Oaxaca,Malta,2015,1,2015-03-01,6.555078
San Luis Potosí,South Georgia and the South Sandwich Islands,2014,2,2014-06-01,6.149707
Querétaro,Sudan,2001,2,2001-06-01,7.661289
Nuevo León,Faroe Islands,2009,3,2009-09-01,5.014732
Sonora,Iraq,2023,2,2023-06-01,2.800985
Chihuahua,Mali,2006,2,2006-06-01,6.646539
Puebla,American Samoa,2012,4,2012-12-01,3.863553
Querétaro,Macao,2019,3,2019-09-01,9.696386
Michoacán,Saint Barthelemy,2010,4,2010-12-01,4.644439
Coahuila,Botswana,2014,3,2014-09-01,2.858166
Baja California Sur,South Georgia and the South Sandwich Islands,2022,2,2022-06-01,1.314693
Jalisco,Botswana,2022,1,2022-03-01,3.313767
Tabasco,Syrian Arab Republic,2010,4,2010-12-01,8.127557
Tabasco,Brazil,2009,4,2009-12-01,9.282904
Tamaulipas,Cape Verde,2009,2,2009-06-01,1.641058
San Luis Potosí,Mexico,2022,3,2022-09-01,3.736079
Tamaulipas,Lesotho,2000,4,2000-12-01,7.219558
Tamaulipas,France,2000,4,2000-12-01,0.72674
Puebla,Botswana,2022,1,2022-03-01,6.99304
Estado de México,Algeria,2005,4,2005-12-01,0.948152
Guerrero,South Africa,2015,2,2015-06-01,6.087549
Baja California Sur,Venezuela,2013,1,2013-03-01,0.682144
Guerrero,Turkey,2003,2,2003-06-01,3.817116
Nuevo León,North Macedonia,2004,3,2004-09-01,5.465397
Nuevo León,France,2018,2,2018-06-01,7.91393
Jalisco,Iran,2015,4,2015-12-01,2.529793
Baja California,Singapore,2015,4,2015-12-01,9.229532
Estado de México,Nauru,2016,1,2016-03-01,3.313338
Tamaulipas,Algeria,2003,2,2003-06-01,9.546824
Quintana Roo,Sierra Leone,2009,3,2009-09-01,5.933953
Tamaulipas,United States of America,2015,2,2015-06-01,1.364209
Yucatán,Uganda,2014,2,2014-06-01,6.169307
Zacatecas,Togo,2001,4,2001-12-01,8.869989
Nayarit,North Macedonia,2007,1,2007-03-01,0.810318
Durango,United States of America,2004,1,2004-03-01,0.960083
San Luis Potosí,Gabon,2003,2,2003-06-01,0.814875
Baja California Sur,Chad,2019,4,2019-12-01,7.03167
Sinaloa,Thailand,2019,4,2019-12-01,1.91043
Guanajuato,Ireland,2000,3,2000-09-01,1.041346
Sinaloa,Cape Verde,2023,1,2023-03-01,3.189333
Campeche,United States of America,2020,4,2020-12-01,3.127312
Colima,Tokelau,2010,1,2010-03-01,0.650909
Jalisco,Palau,2002,4,2002-12-01,8.659011
Chiapas,Micronesia,2019,4,2019-12-01,6.942154
Sinaloa,Swaziland,2019,4,2019-12-01,9.738985
Baja California Sur,Saint Lucia,2015,4,2015-12-01,8.671276
Ciudad de México,Lesotho,2011,3,2011-09-01,3.169914
Baja California Sur,Christmas Island,2006,2,2006-06-01,3.107876
Coahuila,Greenland,2000,3,2000-09-01,9.521485
Chiapas,Burkina Faso,2007,2,2007-06-01,6.337308
Sinaloa,Burkina Faso,2000,1,2000-03-01,1.480003
Durango,Cuba,2009,4,2009-12-01,0.869396
Oaxaca,Mauritius,2007,1,2007-03-01,3.307803
Jalisco,Norway,2012,2,2012-06-01,2.272868
Ciudad de México,South Africa,2002,3,2002-09-01,3.772809
Durango,Tuvalu,2004,2,2004-06-01,0.927722
Nayarit,Georgia,2015,2,2015-06-01,6.452228
Nayarit,San Marino,2019,2,2019-06-01,3.892463
Yucatán,Sierra Leone,2002,2,2002-06-01,7.932838
Aguascalientes,Spain,2013,4,2013-12-01,1.516707
Guanajuato,New Caledonia,2014,4,2014-12-01,4.137271
Durango,Antarctica (the territory South of 60 deg S),2016,1,2016-03-01,9.916482
Guerrero,Guinea-Bissau,2013,4,2013-12-01,1.682648
Nuevo León,Chad,2007,1,2007-03-01,2.841076
Jalisco,Congo,2004,4,2004-12-01,3.767334
Coahuila,Congo,2021,4,2021-12-01,9.967136
Guerrero,Isle of Man,2007,3,2007-09-01,6.123938
Hidalgo,New Caledonia,2000,2,2000-06-01,6.732915
Sonora,Algeria,2013,3,2013-09-01,1.056376
San Luis Potosí,Belarus,2010,4,2010-12-01,4.934558
San Luis Potosí,Paraguay,2018,2,2018-06-01,0.236577
Chiapas,Grenada,2003,2,2003-06-01,8.328051
Nuevo León,Holy See (Vatican City State),2018,4,2018-12-01,2.070597
Puebla,Algeria,2018,3,2018-09-01,8.039093
Colima,Belarus,2006,3,2006-09-01,6.462934
Veracruz,Thailand,2002,1,2002-03-01,6.67811
Coahuila,Samoa,2009,1,2009-03-01,6.608141
Quintana Roo,Eritrea,2011,1,2011-03-01,9.637589
Zacatecas,Cuba,2016,1,2016-03-01,7.236549
Campeche,Saint Barthelemy,2022,3,2022-09-01,3.055753
Yucatán,China,2007,4,2007-12-01,4.43009
Oaxaca,Tanzania,2010,1,2010-03-01,8.278452
Coahuila,Burkina Faso,2018,3,2018-09-01,4.678283
Jalisco,South Georgia and the South Sandwich Islands,2022,3,2022-09-01,9.742043
Chihuahua,Tuvalu,2010,3,2010-09-01,7.293631
Yucatán,Benin,2021,4,2021-12-01,1.672082
Chihuahua,Cocos (Keeling) Islands,2019,2,2019-06-01,5.790238
Sinaloa,Gambia,2023,1,2023-03-01,9.700429
Ciudad de México,Sao Tome and Principe,2002,1,2002-03-01,0.968367
Aguascalientes,Palau,2012,1,2012-03-01,4.805742
Estado de México,Venezuela,2004,4,2004-12-01,0.944872
Aguascalientes,Serbia,2022,3,2022-09-01,5.307407
Sonora,Venezuela,2020,1,2020-03-01,5.373998
Ciudad de México,South Africa,2013,1,2013-03-01,8.21971
Sinaloa,Spain,2020,2,2020-06-01,7.193196
Tamaulipas,Iran,2021,2,2021-06-01,2.073203
Chihuahua,Lesotho,2020,4,2020-12-01,0.114706
Guerrero,China,2015,1,2015-03-01,5.452186
Guanajuato,China,2009,1,2009-03-01,7.856181
Guerrero,Cape Verde,2023,1,2023-03-01,9.951666
Tabasco,Saint Barthelemy,2012,4,2012-12-01,0.68974
Colima,French Southern Territories,2021,1,2021-03-01,0.7567
Estado de México,Tuvalu,2009,1,2009-03-01,3.332666
Sinaloa,Malaysia,2019,1,2019-03-01,1.553957
Zacatecas,Libyan Arab Jamahiriya,2019,3,2019-09-01,3.013716
Michoacán,San Marino,2020,1,2020-03-01,1.49479
Puebla,Latvia,2020,1,2020-03-01,0.503809
Campeche,Mayotte,2007,1,2007-03-01,3.322259
Morelos,United States of America,2018,2,2018-06-01,1.274578
Veracruz,Iraq,2012,1,2012-03-01,8.909478
Nuevo León,Malaysia,2008,2,2008-06-01,5.652311
Michoacán,Egypt,2018,2,2018-06-01,7.943789
Campeche,Holy See (Vatican City State),2018,3,2018-09-01,4.11488
Sonora,Montenegro,2004,2,2004-06-01,2.896192
San Luis Potosí,Thailand,2006,2,2006-06-01,2.732503
Nuevo León,Sudan,2001,3,2001-09-01,2.236555
Ciudad de México,Montenegro,2005,3,2005-09-01,0.277135
Baja California Sur,United States of America,2011,4,2011-12-01,8.754052
San Luis Potosí,Afghanistan,2003,4,2003-12-01,1.282301
Oaxaca,Tajikistan,2020,4,2020-12-01,5.737843
Sinaloa,Saint Barthelemy,2010,3,2010-09-01,7.522165
Michoacán,Algeria,2004,3,2004-09-01,6.572216
Campeche,South Africa,2023,1,2023-03-01,5.224912
Oaxaca,Jamaica,2011,1,2011-03-01,0.859725
Sinaloa,Spain,2023,3,2023-09-01,8.138184
Ciudad de México,Saint Kitts and Nevis,2013,1,2013-03-01,8.693627
Baja California,Guam,2022,1,2022-03-01,1.377898
Nayarit,Ecuador,2007,2,2007-06-01,0.652861
Coahuila,Netherlands Antilles,2016,1,2016-03-01,0.289595
Sinaloa,Fiji,2010,2,2010-06-01,9.704643
Nayarit,Korea,2014,1,2014-03-01,0.626809
San Luis Potosí,Sudan,2000,1,2000-03-01,7.494114
Tamaulipas,Botswana,2002,1,2002-03-01,2.612833
Tamaulipas,Korea,2004,2,2004-06-01,0.253458
San Luis Potosí,Micronesia,2005,2,2005-06-01,5.078278
Campeche,Guernsey,2021,2,2021-06-01,0.33861
Durango,Poland,2003,2,2003-06-01,7.441491
Baja California Sur,Oman,2023,1,2023-03-01,9.575967
Zacatecas,Macao,2005,1,2005-03-01,6.066577
Baja California Sur,Macao,2011,2,2011-06-01,8.43009
Yucatán,Portugal,2017,3,2017-09-01,3.417945
Baja California Sur,Botswana,2020,2,2020-06-01,7.96422
Quintana Roo,Luxembourg,2011,1,2011-03-01,6.860307
Aguascalientes,Macao,2010,1,2010-03-01,5.860321
Chihuahua,Uganda,2004,2,2004-06-01,1.492535
Nayarit,Canada,2001,4,2001-12-01,6.011761
Tlaxcala,Isle of Man,2019,4,2019-12-01,3.049292
Veracruz,Egypt,2016,3,2016-09-01,9.249722
Sinaloa,Latvia,2018,1,2018-03-01,3.33187
Veracruz,Lao People's Democratic Republic,2004,2,2004-06-01,4.010871
Tabasco,Portugal,2001,2,2001-06-01,2.798756
Puebla,Ireland,2018,4,2018-12-01,8.126578
Jalisco,Sierra Leone,2003,2,2003-06-01,4.90074
Chihuahua,Botswana,2001,3,2001-09-01,0.952621
Coahuila,Jordan,2023,3,2023-09-01,2.04225
Chihuahua,Vietnam,2003,1,2003-03-01,8.816474
Oaxaca,Solomon Islands,2013,1,2013-03-01,5.747845
Tabasco,Solomon Islands,2012,4,2012-12-01,2.734183
Chiapas,Botswana,2000,1,2000-03-01,6.044774
Querétaro,Morocco,2000,2,2000-06-01,1.11752
Ciudad de México,Thailand,2022,1,2022-03-01,5.242618
Baja California,Seychelles,2009,4,2009-12-01,0.734543
Sonora,Congo,2022,2,2022-06-01,9.07421
Colima,Fiji,2017,4,2017-12-01,1.263422
Colima,Togo,2016,3,2016-09-01,3.59204
Zacatecas,Andorra,2014,1,2014-03-01,4.414059
Sonora,Oman,2000,4,2000-12-01,7.358424
Guerrero,Paraguay,2017,2,2017-06-01,7.954364
Morelos,South Georgia and the South Sandwich Islands,2001,2,2001-06-01,3.506409
Nuevo León,Malaysia,2010,2,2010-06-01,4.922437
Campeche,Libyan Arab Jamahiriya,2020,2,2020-06-01,7.457306
Estado de México,Tajikistan,2005,3,2005-09-01,8.843158
Sonora,Cocos (Keeling) Islands,2010,1,2010-03-01,4.0833
Jalisco,Luxembourg,2008,4,2008-12-01,1.215054
Colima,Greece,2000,1,2000-03-01,0.718828
Nuevo León,Macao,2003,2,2003-06-01,3.514486
Nayarit,Central African Republic,2012,4,2012-12-01,0.775611
Baja California Sur,Korea,2009,2,2009-06-01,3.971977
Yucatán,Faroe Islands,2006,2,2006-06-01,9.019488
Yucatán,Botswana,2000,2,2000-06-01,7.787818
Tamaulipas,Macao,2022,4,2022-12-01,7.333438
Tamaulipas,Chad,2016,4,2016-12-01,5.749473
Ciudad de México,Burkina Faso,2001,2,2001-06-01,9.841194
Tabasco,Saint Kitts and Nevis,2013,1,2013-03-01,5.365834
Nuevo León,Jamaica,2008,4,2008-12-01,3.570925
Hidalgo,Saint Pierre and Miquelon,2003,3,2003-09-01,6.950605
Nayarit,Fiji,2019,2,2019-06-01,5.29423
Yucatán,Syrian Arab Republic,2014,2,2014-06-01,9.80777
Zacatecas,New Caledonia,2013,4,2013-12-01,9.468178
Coahuila,Cuba,2003,4,2003-12-01,7.516644
Nayarit,Grenada,2000,1,2000-03-01,9.256008
Coahuila,Macao,2018,3,2018-09-01,1.128358
Tamaulipas,Honduras,2012,2,2012-06-01,0.636757
Jalisco,Cape Verde,2010,3,2010-09-01,4.096242
Tamaulipas,Algeria,2020,1,2020-03-01,7.716412
Guanajuato,Heard Island and McDonald Islands,2010,2,2010-06-01,1.586462
Tamaulipas,Swaziland,2021,3,2021-09-01,5.283207
Chiapas,Holy See (Vatican City State),2023,3,2023-09-01,5.237122
Quintana Roo,Tajikistan,2015,3,2015-09-01,4.327473
Morelos,Congo,2001,3,2001-09-01,8.733089
Estado de México,Antigua and Barbuda,2017,1,2017-03-01,9.753034
Campeche,South Georgia and the South Sandwich Islands,2007,3,2007-09-01,9.78056
Yucatán,El Salvador,2010,1,2010-03-01,2.90927
Coahuila,Korea,2020,3,2020-09-01,8.979526
Sinaloa,Costa Rica,2013,1,2013-03-01,4.074485
Chiapas,Portugal,2018,2,2018-06-01,5.804296
Guanajuato,Lithuania,2001,1,2001-03-01,0.702124
Querétaro,Uganda,2004,3,2004-09-01,0.348876
Tlaxcala,Iraq,2020,2,2020-06-01,2.16606
Oaxaca,Cuba,2014,4,2014-12-01,7.653582
Yucatán,Peru,2017,2,2017-06-01,4.782107
Tamaulipas,Palau,2022,2,2022-06-01,2.498118
Campeche,Wallis and Futuna,2020,3,2020-09-01,5.078862
Oaxaca,Chad,2014,4,2014-12-01,9.590576
Yucatán,Congo,2009,1,2009-03-01,5.00431
Campeche,Gabon,2000,4,2000-12-01,2.374016
Veracruz,Paraguay,2007,2,2007-06-01,8.561932
Durango,Venezuela,2021,3,2021-09-01,6.132997
Zacatecas,Lithuania,2005,4,2005-12-01,5.263232
Quintana Roo,Morocco,2004,2,2004-06-01,9.63255
Campeche,Iran,2011,4,2011-12-01,1.440993
Yucatán,Togo,2005,4,2005-12-01,0.002302
Quintana Roo,Fiji,2000,4,2000-12-01,1.111283
Michoacán,South Georgia and the South Sandwich Islands,2023,4,2023-12-01,6.413236
Yucatán,Tuvalu,2001,2,2001-06-01,1.664802
Sinaloa,Bolivia,2023,3,2023-09-01,0.159881
Yucatán,Malaysia,2005,4,2005-12-01,0.378537
Aguascalientes,Guadeloupe,2015,4,2015-12-01,5.685378
Tamaulipas,Korea,2002,1,2002-03-01,1.815031
Zacatecas,Saint Pierre and Miquelon,2015,3,2015-09-01,7.423102
Tabasco,Luxembourg,2003,1,2003-03-01,9.977791
Guanajuato,Holy See (Vatican City State),2012,1,2012-03-01,6.992259
Veracruz,Cape Verde,2007,1,2007-03-01,6.741691
Chiapas,Micronesia,2023,2,2023-06-01,3.238576
Guerrero,Macao,2012,1,2012-03-01,8.16625
Nuevo León,Venezuela,2013,3,2013-09-01,3.741406
Querétaro,France,2019,2,2019-06-01,8.18137
Campeche,Micronesia,2002,2,2002-06-01,0.407728
San Luis Potosí,Germany,2012,3,2012-09-01,5.525173
Guanajuato,Botswana,2019,3,2019-09-01,1.99186
Querétaro,Botswana,2019,3,2019-09-01,4.362177
San Luis Potosí,Paraguay,2012,2,2012-06-01,5.378589
Zacatecas,Syrian Arab Republic,2013,3,2013-09-01,3.52012
Colima,Isle of Man,2015,3,2015-09-01,4.39958
Tamaulipas,Hong Kong,2006,2,2006-06-01,3.64773
Estado de México,Samoa,2021,1,2021-03-01,0.897308
Tamaulipas,Antigua and Barbuda,2015,2,2015-06-01,9.951163
Campeche,Bosnia and Herzegovina,2004,3,2004-09-01,0.900293
Jalisco,Mayotte,2022,1,2022-03-01,3.583028
Colima,Cuba,2007,1,2007-03-01,7.505955
Colima,United States of America,2000,1,2000-03-01,1.825831
Chihuahua,Saudi Arabia,2007,2,2007-06-01,0.113689
Querétaro,South Georgia and the South Sandwich Islands,2015,3,2015-09-01,3.590692
Aguascalientes,Christmas Island,2015,2,2015-06-01,7.404361
Baja California Sur,Portugal,2002,1,2002-03-01,5.374654
Hidalgo,Saint Barthelemy,2016,2,2016-06-01,4.357014
Coahuila,Tanzania,2014,4,2014-12-01,5.680115
Tamaulipas,Rwanda,2013,3,2013-09-01,0.931518
Sinaloa,Saint Kitts and Nevis,2003,4,2003-12-01,7.598263
Veracruz,Lithuania,2019,2,2019-06-01,3.40341
Ciudad de México,Faroe Islands,2008,3,2008-09-01,5.512071
Michoacán,Egypt,2002,3,2002-09-01,2.978607
Colima,Moldova,2011,4,2011-12-01,2.224634
Tlaxcala,Cuba,2015,1,2015-03-01,1.813096
Tabasco,Iraq,2012,2,2012-06-01,9.62106
Quintana Roo,Syrian Arab Republic,2009,1,2009-03-01,5.316486
Querétaro,Bolivia,2003,1,2003-03-01,4.917821
Estado de México,Algeria,2013,3,2013-09-01,7.089841
Tlaxcala,Afghanistan,2017,2,2017-06-01,0.192809
Aguascalientes,Holy See (Vatican City State),2006,2,2006-06-01,6.374533
Quintana Roo,Faroe Islands,2003,2,2003-06-01,0.431788
Baja California Sur,Costa Rica,2008,1,2008-03-01,4.784685
Colima,Isle of Man,2020,4,2020-12-01,8.679776
Veracruz,Iran,2000,4,2000-12-01,4.292502
Colima,Faroe Islands,2016,2,2016-06-01,5.65319
Sonora,Portugal,2013,3,2013-09-01,8.313777
Coahuila,Cape Verde,2001,3,2001-09-01,9.057405
Quintana Roo,Montenegro,2017,1,2017-03-01,0.894329
Chiapas,Angola,2013,1,2013-03-01,1.988131
Quintana Roo,San Marino,2020,2,2020-06-01,1.76696
Sinaloa,Brazil,2009,3,2009-09-01,9.453888
Colima,South Georgia and the South Sandwich Islands,2004,3,2004-09-01,9.316203
Hidalgo,Morocco,2019,3,2019-09-01,8.895703
Aguascalientes,Mayotte,2019,4,2019-12-01,9.485989
Chihuahua,Macao,2010,1,2010-03-01,0.152128
Estado de México,Greece,2021,2,2021-06-01,4.485425
Chiapas,Wallis and Futuna,2013,4,2013-12-01,9.847684
Sinaloa,Bosnia and Herzegovina,2010,4,2010-12-01,3.386061
Tabasco,South Africa,2000,2,2000-06-01,5.974351
Yucatán,South Georgia and the South Sandwich Islands,2017,3,2017-09-01,0.651565
Ciudad de México,Bolivia,2005,3,2005-09-01,6.163021
Coahuila,Lao People's Democratic Republic,2021,2,2021-06-01,2.878372
Puebla,Nauru,2008,2,2008-06-01,9.725601
San Luis Potosí,Tanzania,2018,3,2018-09-01,1.243686
Morelos,Eritrea,2019,2,2019-06-01,8.858111
Chihuahua,Saint Pierre and Miquelon,2020,4,2020-12-01,8.578963
Chihuahua,Jordan,2006,2,2006-06-01,2.330736
Michoacán,Qatar,2022,2,2022-06-01,5.05443
Tlaxcala,Cuba,2021,4,2021-12-01,8.578206
Oaxaca,Saint Barthelemy,2018,1,2018-03-01,6.116249
Hidalgo,Lesotho,2004,2,2004-06-01,7.113209
Coahuila,Tanzania,2018,3,2018-09-01,5.049747
San Luis Potosí,Cameroon,2002,1,2002-03-01,9.291519
Michoacán,Wallis and Futuna,2013,2,2013-06-01,2.510306
Coahuila,Saudi Arabia,2010,4,2010-12-01,0.490346
Hidalgo,Thailand,2016,3,2016-09-01,3.899311
Veracruz,Algeria,2009,2,2009-06-01,1.407218
Chihuahua,Bahamas,2020,3,2020-09-01,6.280419
Baja California Sur,Burkina Faso,2017,3,2017-09-01,9.726239
Nayarit,Canada,2020,1,2020-03-01,8.808723
Nuevo León,Costa Rica,2009,4,2009-12-01,7.295583
Tamaulipas,Cape Verde,2023,2,2023-06-01,7.391861
Yucatán,Brazil,2008,1,2008-03-01,7.434197
San Luis Potosí,Peru,2014,1,2014-03-01,4.445629
Puebla,Paraguay,2008,3,2008-09-01,0.031223
San Luis Potosí,Tanzania,2003,1,2003-03-01,0.877739
Chihuahua,Egypt,2012,2,2012-06-01,8.683344
Baja California Sur,Togo,2011,4,2011-12-01,7.354448
Querétaro,Zimbabwe,2016,4,2016-12-01,3.322936
Aguascalientes,Egypt,2001,2,2001-06-01,3.473396
Durango,Mayotte,2022,1,2022-03-01,0.970234
Aguascalientes,Angola,2010,2,2010-06-01,7.564858
Guanajuato,American Samoa,2016,3,2016-09-01,2.061074
Morelos,Costa Rica,2005,2,2005-06-01,0.050352
Yucatán,Heard Island and McDonald Islands,2016,3,2016-09-01,6.016889
Veracruz,Wallis and Futuna,2022,4,2022-12-01,8.820985
Tlaxcala,Congo,2014,3,2014-09-01,3.045198
Baja California,Isle of Man,2015,3,2015-09-01,3.026178
Quintana Roo,Cyprus,2020,4,2020-12-01,7.995008
Baja California,United States of America,2017,3,2017-09-01,2.866576
Tlaxcala,Malta,2002,1,2002-03-01,9.076784
Hidalgo,Saint Pierre and Miquelon,2014,1,2014-03-01,9.331253
Tamaulipas,Sudan,2017,2,2017-06-01,5.937181
Aguascalientes,Chad,2002,4,2002-12-01,4.366314
Veracruz,Belarus,2013,4,2013-12-01,9.213372
Nayarit,Korea,2013,1,2013-03-01,7.447816
Ciudad de México,Guernsey,2017,1,2017-03-01,1.822636
Sonora,Latvia,2002,4,2002-12-01,5.386299
Chihuahua,Greenland,2006,1,2006-03-01,1.714885
Yucatán,South Georgia and the South Sandwich Islands,2006,2,2006-06-01,7.644121
Chiapas,Vietnam,2000,4,2000-12-01,9.048871
Guanajuato,Cameroon,2003,3,2003-09-01,4.473132
Tamaulipas,El Salvador,2008,4,2008-12-01,0.248224
Puebla,North Macedonia,2022,4,2022-12-01,2.036816
Ciudad de México,Netherlands Antilles,2014,4,2014-12-01,6.784247
Guanajuato,Tajikistan,2015,3,2015-09-01,4.523987
Tabasco,Heard Island and McDonald Islands,2009,3,2009-09-01,8.33862
Tlaxcala,China,2012,4,2012-12-01,8.092636
Guanajuato,Luxembourg,2020,3,2020-09-01,8.746036
Sinaloa,Mayotte,2010,4,2010-12-01,3.585523
Coahuila,Mexico,2002,4,2002-12-01,1.905672
Guerrero,Mayotte,2011,2,2011-06-01,8.693445
Nuevo León,Guyana,2022,4,2022-12-01,7.720026
Nayarit,Cameroon,2012,1,2012-03-01,7.368745
Sonora,Netherlands Antilles,2003,2,2003-06-01,0.667474
Sonora,Latvia,2016,4,2016-12-01,4.282105
Veracruz,Norway,2015,3,2015-09-01,3.47535
Zacatecas,Antigua and Barbuda,2017,1,2017-03-01,7.047219
Chihuahua,Sudan,2021,3,2021-09-01,9.443206
San Luis Potosí,South Georgia and the South Sandwich Islands,2015,2,2015-06-01,3.458262
Tamaulipas,Liberia,2020,2,2020-06-01,9.369079
San Luis Potosí,Holy See (Vatican City State),2016,1,2016-03-01,4.645879
Nuevo León,Gabon,2013,1,2013-03-01,6.125371
San Luis Potosí,Gambia,2020,4,2020-12-01,8.821112
Estado de México,Turkey,2003,3,2003-09-01,9.755291
Ciudad de México,Lesotho,2012,3,2012-09-01,0.112611
Nuevo León,Mexico,2013,1,2013-03-01,7.298593
Sonora,South Africa,2001,2,2001-06-01,1.857006
Michoacán,Iraq,2010,1,2010-03-01,0.776037
Tamaulipas,Lesotho,2002,1,2002-03-01,5.39719
Sinaloa,Latvia,2022,4,2022-12-01,1.270351
Hidalgo,Latvia,2019,1,2019-03-01,2.268283
Hidalgo,Montenegro,2015,4,2015-12-01,1.418036
Colima,Saint Barthelemy,2008,1,2008-03-01,2.388629
Tamaulipas,Nauru,2020,2,2020-06-01,8.220423
Sinaloa,Hong Kong,2019,3,2019-09-01,4.147929
Nayarit,New Caledonia,2003,1,2003-03-01,7.847659
Chiapas,Ireland,2004,3,2004-09-01,5.505865
Campeche,Belarus,2017,1,2017-03-01,9.471564
Colima,Pakistan,2023,1,2023-03-01,1.435854
Querétaro,Latvia,2022,3,2022-09-01,2.39376
Quintana Roo,Botswana,2010,2,2010-06-01,9.487107
Nuevo León,Tuvalu,2016,1,2016-03-01,1.369295
Chihuahua,Saint Barthelemy,2019,4,2019-12-01,5.602211
Ciudad de México,Bosnia and Herzegovina,2023,4,2023-12-01,2.784032
Aguascalientes,Antigua and Barbuda,2022,4,2022-12-01,2.887888
Coahuila,Guam,2015,1,2015-03-01,7.033382
Baja California Sur,North Macedonia,2014,4,2014-12-01,6.689702
Hidalgo,Isle of Man,2019,3,2019-09-01,5.636876
Quintana Roo,Mayotte,2010,3,2010-09-01,5.271598
Chiapas,Saint Kitts and Nevis,2005,1,2005-03-01,6.894096
Quintana Roo,Spain,2019,3,2019-09-01,4.698974
Chihuahua,Mali,2016,4,2016-12-01,3.950592
Querétaro,Sudan,2002,3,2002-09-01,2.937727
Morelos,Sierra Leone,2013,4,2013-12-01,8.66732
Ciudad de México,Sudan,2006,4,2006-12-01,5.744413
Yucatán,Venezuela,2003,3,2003-09-01,7.937661
Oaxaca,Saint Barthelemy,2019,3,2019-09-01,9.04144
Quintana Roo,Sierra Leone,2009,1,2009-03-01,6.131684
Chihuahua,Iran,2013,2,2013-06-01,3.869864
